product_id,product_category,demand,inventory,competitor_price,season,customer_rating,historical_price,optimal_price
P100982,Footwear,268,713,161.43,Festival,3.0,168.56,109.39
P100983,Footwear,702,1014,143.03,Normal,4.3,159.88,113.0
P100984,Grocery,461,638,27.46,Winter,2.7,28.28,20.85
P100985,Electronics,299,684,637.42,Normal,3.2,596.59,446.57
P100986,Home Decor,951,588,209.23,Winter,2.9,236.39,182.93
P100987,Clothing,663,239,94.12,Summer,4.3,95.59,90.76
P100988,Electronics,449,289,632.39,Winter,3.9,711.5,610.79
P100989,Clothing,815,255,82.92,Normal,2.7,81.77,79.39
P100990,Footwear,902,1204,123.04,Festival,3.7,119.43,99.44
P100991,Grocery,785,637,23.51,Summer,3.0,25.55,19.36
P100992,Footwear,871,572,143.9,Normal,4.9,151.29,131.0
P100993,Footwear,335,1284,105.87,Normal,2.8,105.73,78.64
P100994,Electronics,357,1331,759.77,Normal,4.0,848.83,568.07
P100995,Home Decor,248,354,208.2,Festival,3.7,212.25,171.18
P100996,Clothing,702,535,93.73,Winter,3.9,82.81,80.84
P100997,Grocery,807,620,35.74,Festival,4.9,38.14,29.77
P100998,Electronics,667,1260,751.26,Normal,3.4,673.92,553.86
P100999,Home Decor,607,1009,211.53,Normal,4.4,213.62,167.93
P101000,Clothing,775,818,74.58,Normal,3.6,69.5,57.94
P101001,Electronics,197,356,672.13,Winter,4.2,635.39,553.4
P101002,Clothing,378,581,93.53,Summer,3.4,107.05,74.21
P101003,Electronics,712,48,885.28,Festival,3.1,806.17,825.31
P101004,Electronics,71,1057,776.43,Summer,2.7,842.11,531.79
P101005,Grocery,912,1378,29.31,Summer,2.8,30.84,22.88
P101006,Clothing,187,1181,86.81,Festival,4.9,80.96,67.87
P101007,Home Decor,791,467,200.57,Festival,4.5,227.15,188.37
P101008,Clothing,624,726,98.01,Normal,3.1,91.58,73.66
P101009,Footwear,850,1436,126.98,Normal,3.8,129.42,104.26
P101010,Grocery,779,641,28.61,Normal,4.3,31.28,24.71
P101011,Grocery,525,1259,26.94,Normal,3.4,29.26,21.49
P101012,Grocery,760,868,30.44,Normal,3.6,29.41,22.05
P101013,Grocery,359,750,30.73,Summer,4.3,34.01,23.36
P101014,Home Decor,592,879,198.04,Festival,3.1,225.72,150.56
P101015,Clothing,916,339,98.92,Summer,3.8,99.7,92.12
P101016,Electronics,103,641,635.37,Summer,3.0,671.03,454.54
P101017,Footwear,368,460,124.79,Summer,2.5,122.1,94.96
P101018,Home Decor,36,1137,213.49,Normal,4.2,208.28,135.94
P101019,Electronics,543,920,623.56,Normal,4.3,627.82,496.05
P101020,Clothing,786,602,75.6,Normal,5.0,70.55,66.29
P101021,Home Decor,57,1234,199.35,Normal,3.0,212.54,133.2
P101022,Footwear,558,682,149.98,Normal,4.3,138.69,115.37
P101023,Home Decor,426,1430,162.48,Summer,4.9,143.21,125.34
P101024,Grocery,787,909,28.04,Normal,4.1,28.0,22.08
P101025,Grocery,235,1329,26.16,Normal,4.9,23.56,20.59
P101026,Clothing,179,1480,79.73,Normal,5.0,82.27,61.6
P101027,Home Decor,112,493,211.81,Summer,4.5,216.15,176.59
P101028,Clothing,419,394,87.23,Summer,5.0,79.99,74.24
P101029,Footwear,497,1254,139.57,Normal,4.1,132.09,102.92
P101030,Clothing,920,351,93.92,Summer,3.7,83.27,82.15
P101031,Grocery,476,1129,32.96,Winter,4.8,34.29,24.75
P101032,Footwear,188,269,148.66,Winter,4.6,142.57,123.61
P101033,Grocery,705,1305,21.85,Summer,2.8,23.44,19.36
P101034,Home Decor,80,1035,214.18,Summer,3.3,224.9,141.28
P101035,Clothing,358,783,87.95,Normal,3.2,86.27,61.5
P101036,Grocery,660,676,21.47,Normal,4.6,19.02,16.75
P101037,Clothing,268,957,86.43,Normal,3.1,83.53,60.5
P101038,Clothing,602,585,96.91,Winter,3.3,93.78,73.9
P101039,Clothing,464,599,74.55,Summer,3.8,72.31,61.87
P101040,Electronics,952,310,693.83,Winter,2.7,789.18,653.63
P101041,Electronics,301,240,725.7,Winter,4.9,670.86,640.6
P101042,Footwear,908,1337,123.31,Summer,3.7,117.5,93.09
P101043,Grocery,633,1125,29.92,Normal,3.0,33.05,22.46
P101044,Footwear,754,667,107.12,Normal,3.2,121.02,91.45
P101045,Electronics,185,1248,883.41,Festival,4.5,889.09,603.66
P101046,Clothing,38,913,97.91,Winter,4.1,100.44,65.4
P101047,Electronics,736,900,697.72,Winter,3.7,623.95,540.98
P101048,Footwear,490,173,130.02,Summer,3.3,142.79,130.32
P101049,Home Decor,322,809,169.05,Winter,4.8,175.91,132.62
P101050,Clothing,898,166,85.33,Festival,4.4,86.13,87.32
P101051,Footwear,339,1027,133.38,Winter,4.3,128.27,96.63
P101052,Electronics,444,105,703.04,Festival,3.6,702.91,658.24
P101053,Clothing,729,773,93.34,Normal,5.0,100.67,78.91
P101054,Electronics,962,554,726.39,Summer,4.3,655.07,634.97
P101055,Clothing,901,200,69.57,Summer,3.6,70.74,69.53
P101056,Footwear,659,711,120.37,Summer,4.9,107.05,98.91
P101057,Home Decor,128,305,220.46,Summer,4.7,239.98,194.8
P101058,Electronics,127,370,720.44,Festival,4.3,675.04,601.68
P101059,Grocery,699,1335,28.24,Normal,4.4,31.74,22.88
P101060,Footwear,519,527,103.24,Normal,3.6,104.12,89.38
P101061,Home Decor,150,608,259.16,Festival,3.8,260.05,178.41
P101062,Grocery,701,14,26.85,Winter,3.0,26.24,26.73
P101063,Clothing,943,454,84.99,Summer,4.0,86.64,80.37
P101064,Grocery,84,529,28.22,Winter,3.4,27.41,20.2
P101065,Clothing,829,1080,82.79,Winter,3.4,80.9,65.72
P101066,Home Decor,357,183,203.74,Normal,4.9,190.05,187.16
P101067,Clothing,409,1395,78.0,Festival,2.9,75.91,55.08
P101068,Footwear,722,196,109.97,Summer,4.6,120.88,121.27
P101069,Electronics,261,980,620.92,Winter,3.2,587.6,430.66
P101070,Clothing,173,11,90.08,Summer,2.6,99.24,82.68
P101071,Home Decor,964,1230,216.53,Normal,2.6,240.9,166.64
P101072,Grocery,361,1046,21.82,Summer,3.6,23.13,17.03
P101073,Clothing,186,1257,97.77,Summer,3.6,86.85,63.13
P101074,Home Decor,696,1397,217.36,Summer,3.3,224.2,169.13
P101075,Home Decor,232,1251,153.53,Normal,4.2,169.64,113.19
P101076,Clothing,780,934,83.22,Festival,3.7,81.45,66.29
P101077,Grocery,89,1258,28.63,Festival,2.7,27.38,17.07
P101078,Grocery,528,148,23.04,Winter,3.4,22.27,22.42
P101079,Grocery,414,969,29.51,Summer,2.8,29.34,20.48
P101080,Clothing,957,1484,82.94,Normal,2.7,74.56,64.1
P101081,Clothing,530,568,82.12,Summer,3.0,77.54,63.05
P101082,Home Decor,926,1463,209.82,Summer,4.3,221.29,170.06
P101083,Home Decor,263,762,200.92,Festival,4.2,202.44,142.73
P101084,Home Decor,483,705,221.51,Summer,4.7,209.72,167.72
P101085,Home Decor,817,453,204.16,Summer,4.4,230.98,197.16
P101086,Footwear,177,166,116.28,Normal,3.8,111.6,103.92
P101087,Footwear,929,1315,148.98,Festival,3.3,136.31,109.96
P101088,Footwear,777,1082,118.49,Winter,2.5,110.65,94.2
P101089,Grocery,683,603,32.95,Winter,4.1,31.64,26.49
P101090,Clothing,258,1442,80.58,Normal,3.2,82.28,56.0
P101091,Clothing,821,279,99.34,Summer,3.1,89.2,88.8
P101092,Grocery,845,1169,31.94,Summer,4.9,35.48,26.99
P101093,Clothing,306,681,99.16,Festival,2.9,110.75,72.14
P101094,Clothing,595,938,107.04,Festival,2.6,103.4,74.12
P101095,Grocery,79,60,26.65,Normal,4.9,29.03,26.19
P101096,Clothing,406,918,72.87,Winter,3.3,75.93,58.41
P101097,Electronics,167,1020,823.18,Summer,3.5,912.3,542.57
P101098,Footwear,565,1466,143.92,Festival,2.7,137.41,105.16
P101099,Home Decor,557,522,255.82,Festival,3.5,267.28,205.66
P101100,Electronics,542,114,737.73,Summer,4.9,663.68,712.88
P101101,Electronics,683,97,663.63,Festival,4.2,585.69,674.2
P101102,Clothing,926,228,82.35,Summer,3.7,91.91,80.7
P101103,Footwear,212,452,108.51,Normal,3.3,104.11,89.14
P101104,Home Decor,230,1247,160.75,Normal,3.4,160.79,121.88
P101105,Electronics,231,296,776.84,Winter,4.0,732.23,629.95
P101106,Footwear,929,221,99.95,Normal,3.1,111.62,102.45
P101107,Electronics,110,52,803.04,Normal,2.9,790.05,710.58
P101108,Clothing,50,578,83.51,Summer,4.2,77.53,57.34
P101109,Home Decor,177,907,196.64,Winter,4.7,205.32,145.6
P101110,Electronics,773,425,727.69,Festival,4.8,680.74,676.96
P101111,Electronics,588,745,573.64,Summer,4.6,545.18,465.34
P101112,Clothing,921,368,90.99,Winter,3.8,96.6,88.52
P101113,Grocery,220,1201,25.66,Winter,4.5,29.22,19.44
P101114,Home Decor,406,43,195.9,Normal,4.8,212.32,202.92
P101115,Home Decor,564,305,202.05,Winter,2.6,184.58,166.12
P101116,Electronics,91,851,593.63,Normal,3.5,572.49,401.43
P101117,Electronics,920,1264,701.75,Winter,3.0,768.43,571.79
P101118,Footwear,808,604,117.72,Summer,5.0,112.34,99.17
P101119,Clothing,160,109,73.85,Normal,4.8,79.74,73.42
P101120,Home Decor,846,829,213.39,Summer,4.5,214.97,161.4
P101121,Footwear,459,409,101.98,Summer,3.2,114.1,93.77
P101122,Electronics,349,460,644.64,Winter,4.9,629.8,559.16
P101123,Home Decor,947,1383,188.71,Normal,2.6,213.68,151.23
P101124,Electronics,528,1412,706.05,Winter,3.0,698.99,493.88
P101125,Clothing,242,391,100.88,Summer,4.0,108.56,82.88
P101126,Grocery,813,889,31.34,Winter,4.5,29.23,24.72
P101127,Grocery,721,813,30.29,Winter,4.7,31.0,24.36
P101128,Footwear,208,1442,128.67,Summer,3.3,124.01,84.69
P101129,Grocery,683,1419,29.63,Festival,3.5,26.18,21.54
P101130,Home Decor,636,528,154.94,Summer,3.6,154.64,136.53
P101131,Home Decor,289,43,223.87,Winter,2.6,207.43,193.35
P101132,Grocery,442,8,29.65,Festival,4.7,33.77,30.42
P101133,Electronics,842,11,622.71,Normal,3.3,683.93,687.95
P101134,Footwear,190,1172,137.48,Winter,3.0,148.44,98.18
P101135,Home Decor,727,1111,218.33,Winter,3.5,218.85,168.33
P101136,Clothing,834,1241,88.61,Winter,4.3,84.17,71.19
P101137,Grocery,938,213,22.11,Normal,4.7,21.39,24.59
P101138,Clothing,338,92,100.22,Summer,3.0,93.73,87.3
P101139,Electronics,281,259,581.48,Summer,2.9,598.35,499.11
P101140,Footwear,935,939,157.34,Winter,4.9,172.92,130.82
P101141,Clothing,473,18,83.25,Summer,3.9,77.47,81.25
P101142,Footwear,577,993,151.66,Summer,3.4,133.65,101.81
P101143,Home Decor,522,1333,224.95,Summer,3.0,205.58,154.23
P101144,Footwear,524,222,140.85,Festival,5.0,141.48,135.86
P101145,Clothing,632,1109,109.88,Festival,4.3,97.25,81.64
P101146,Clothing,434,831,81.05,Festival,3.0,80.15,55.49
P101147,Footwear,404,1416,102.67,Normal,2.7,93.43,73.69
P101148,Footwear,412,368,123.77,Winter,3.0,112.52,100.79
P101149,Grocery,663,344,27.06,Normal,3.1,29.01,24.68
P101150,Home Decor,821,29,148.32,Normal,2.8,170.55,166.76
P101151,Electronics,564,1059,676.99,Normal,3.1,631.3,491.25
P101152,Home Decor,683,1301,223.12,Normal,2.8,210.17,166.25
P101153,Electronics,424,33,819.31,Winter,3.4,786.57,775.02
P101154,Electronics,778,740,633.85,Winter,3.7,692.16,560.61
P101155,Grocery,405,1087,27.75,Winter,3.6,28.21,20.23
P101156,Electronics,432,1173,598.34,Summer,4.6,618.73,465.49
P101157,Electronics,74,1395,642.98,Winter,3.1,660.69,424.17
P101158,Electronics,276,1085,814.71,Summer,4.7,923.14,605.12
P101159,Clothing,743,1381,102.92,Summer,4.8,91.54,79.48
P101160,Footwear,105,1490,110.92,Normal,4.9,102.34,82.05
P101161,Electronics,239,1391,592.27,Normal,3.0,582.31,429.52
P101162,Grocery,781,659,29.06,Festival,3.1,29.4,22.7
P101163,Footwear,875,613,128.69,Winter,4.1,117.21,105.63
P101164,Electronics,426,644,658.38,Festival,2.9,738.14,549.89
P101165,Electronics,418,1426,574.28,Normal,2.7,610.48,416.86
P101166,Home Decor,519,426,212.97,Festival,2.7,241.02,187.68
P101167,Footwear,774,1129,130.45,Festival,4.0,147.93,109.49
P101168,Grocery,479,939,31.36,Winter,4.5,31.93,23.05
P101169,Footwear,189,97,145.41,Winter,3.1,161.45,127.34
P101170,Electronics,442,731,682.91,Normal,4.8,736.8,532.24
P101171,Clothing,269,296,80.48,Normal,4.5,78.66,71.82
P101172,Footwear,690,1094,149.76,Winter,2.7,158.36,108.75
P101173,Clothing,159,673,75.59,Winter,3.5,85.96,60.87
P101174,Footwear,616,537,152.84,Winter,2.7,166.03,123.01
P101175,Grocery,147,103,22.29,Winter,4.8,23.88,22.32
P101176,Footwear,972,200,146.05,Normal,4.4,137.27,147.65
P101177,Grocery,647,1147,21.99,Normal,4.2,24.29,19.45
P101178,Clothing,156,1294,99.15,Winter,4.2,97.68,67.24
P101179,Electronics,959,440,570.33,Winter,3.2,597.99,549.39
P101180,Electronics,582,1242,806.46,Winter,4.8,857.26,611.28
P101181,Footwear,614,830,132.39,Summer,4.8,134.92,105.39
P101182,Electronics,81,529,635.22,Festival,4.3,587.39,500.76
P101183,Electronics,203,679,749.39,Normal,3.7,800.58,552.37
P101184,Electronics,811,1037,561.39,Normal,2.6,531.49,475.19
P101185,Electronics,478,1364,704.42,Summer,2.6,670.36,502.41
P101186,Footwear,623,741,115.53,Normal,2.8,105.62,83.4
P101187,Clothing,987,523,91.72,Normal,4.0,96.06,84.89
P101188,Home Decor,439,1142,226.46,Winter,4.5,206.46,155.43
P101189,Electronics,393,790,782.06,Festival,4.9,761.11,565.35
P101190,Grocery,806,588,33.8,Festival,2.9,37.87,27.31
P101191,Clothing,84,692,97.13,Normal,3.2,97.36,65.72
P101192,Clothing,465,805,91.99,Summer,2.6,103.17,67.41
P101193,Home Decor,857,214,177.7,Summer,5.0,180.01,192.77
P101194,Home Decor,243,91,216.48,Festival,4.5,200.96,194.37
P101195,Home Decor,317,998,170.36,Summer,3.7,184.83,124.29
P101196,Electronics,483,266,700.79,Winter,3.9,683.57,656.92
P101197,Clothing,92,799,74.06,Normal,3.9,84.5,49.06
P101198,Grocery,89,1173,30.05,Summer,3.1,28.57,19.46
P101199,Clothing,266,326,91.78,Winter,3.0,101.14,77.93
P101200,Footwear,899,575,131.08,Normal,3.2,132.82,111.97
P101201,Grocery,237,1467,25.59,Festival,3.1,28.34,18.82
P101202,Grocery,736,57,24.21,Festival,3.9,22.5,24.83
P101203,Footwear,437,1134,164.16,Festival,3.3,172.55,118.47
P101204,Footwear,765,255,130.17,Summer,4.3,118.53,121.39
P101205,Electronics,343,1358,817.17,Summer,3.9,896.84,576.02
P101206,Electronics,877,620,683.16,Normal,3.8,644.65,571.77
P101207,Grocery,383,15,24.18,Winter,4.9,24.07,24.12
P101208,Grocery,795,1078,29.69,Winter,3.3,31.38,22.75
P101209,Clothing,834,225,92.41,Summer,4.1,93.25,93.46
P101210,Clothing,443,548,67.85,Normal,2.5,73.98,59.35
P101211,Footwear,673,755,138.22,Summer,4.3,147.31,113.53
P101212,Footwear,136,1119,109.37,Normal,3.8,100.09,78.85
P101213,Grocery,506,631,24.63,Winter,3.0,26.82,19.8
P101214,Clothing,385,1287,78.68,Festival,2.5,78.24,57.73
P101215,Clothing,955,725,92.41,Winter,4.3,96.24,78.51
P101216,Grocery,935,514,29.22,Summer,4.2,27.42,26.92
P101217,Clothing,787,508,86.76,Festival,4.2,86.26,74.99
P101218,Grocery,950,1201,29.02,Normal,3.6,31.94,24.45
P101219,Footwear,976,998,141.85,Summer,4.1,160.31,117.13
P101220,Electronics,772,194,686.38,Winter,3.9,777.98,722.01
P101221,Electronics,601,1126,585.19,Winter,3.1,625.59,432.72
P101222,Electronics,220,625,629.65,Summer,3.8,567.51,442.59
P101223,Home Decor,819,526,189.28,Festival,3.8,189.18,160.51
P101224,Grocery,210,150,31.73,Summer,4.6,29.58,27.84
P101225,Electronics,201,1497,898.64,Festival,3.6,960.07,624.76
P101226,Home Decor,882,83,158.28,Summer,3.6,146.18,177.05
P101227,Grocery,132,1494,30.7,Festival,5.0,35.12,22.74
P101228,Grocery,159,101,24.77,Winter,4.7,23.1,23.23
P101229,Home Decor,520,760,159.09,Winter,3.1,142.26,117.39
P101230,Electronics,592,161,660.47,Winter,4.8,731.64,699.16
P101231,Electronics,64,741,568.66,Normal,2.8,531.48,384.96
P101232,Grocery,390,1254,27.02,Festival,4.6,23.95,20.2
P101233,Electronics,240,887,624.27,Normal,3.0,641.74,426.37
P101234,Footwear,315,817,123.08,Summer,3.6,140.52,85.76
P101235,Electronics,197,182,703.77,Winter,5.0,670.14,640.79
P101236,Electronics,683,1421,698.75,Summer,2.7,692.01,490.34
P101237,Electronics,483,566,674.6,Winter,4.6,636.85,573.28
P101238,Clothing,960,809,82.74,Normal,3.7,85.28,67.45
P101239,Electronics,28,1347,649.79,Normal,2.8,628.45,408.87
P101240,Electronics,782,944,947.02,Festival,4.9,984.59,797.16
P101241,Home Decor,911,1103,180.35,Festival,3.9,181.98,148.75
P101242,Clothing,496,280,88.33,Summer,4.7,99.88,85.26
P101243,Clothing,705,692,74.43,Summer,4.7,78.96,65.73
P101244,Electronics,451,813,637.93,Normal,2.5,678.95,481.98
P101245,Clothing,603,267,86.93,Summer,3.2,87.92,81.42
P101246,Clothing,909,581,94.49,Summer,3.3,90.88,75.86
P101247,Grocery,539,1248,31.01,Normal,3.8,29.92,22.91
P101248,Electronics,586,1397,670.97,Normal,2.7,681.75,492.71
P101249,Home Decor,986,1235,197.64,Festival,3.5,184.16,152.11
P101250,Home Decor,506,1401,221.4,Winter,4.5,202.75,161.56
P101251,Electronics,189,1497,594.93,Normal,2.9,583.35,384.34
P101252,Electronics,689,301,695.19,Summer,4.3,636.26,655.21
P101253,Electronics,699,1283,815.84,Winter,3.7,768.77,599.95
P101254,Grocery,252,932,26.33,Winter,2.7,26.98,17.93
P101255,Electronics,734,1289,688.68,Normal,2.9,752.95,538.53
P101256,Home Decor,82,959,156.85,Normal,2.9,147.55,105.46
P101257,Footwear,333,191,119.52,Festival,4.0,130.72,117.08
P101258,Footwear,858,845,153.77,Summer,2.7,135.96,107.36
P101259,Grocery,625,1141,26.46,Festival,4.6,30.41,21.75
P101260,Home Decor,615,190,183.99,Winter,4.5,187.59,182.0
P101261,Electronics,628,759,674.06,Normal,2.7,679.78,484.88
P101262,Clothing,181,982,80.84,Summer,4.7,85.33,60.47
P101263,Clothing,962,699,71.02,Summer,4.9,71.61,62.57
P101264,Home Decor,312,1199,162.84,Normal,2.6,161.24,109.3
P101265,Grocery,790,194,27.35,Winter,4.9,26.81,28.09
P101266,Footwear,990,521,121.04,Normal,3.2,138.47,118.46
P101267,Electronics,256,1427,778.78,Summer,4.2,866.47,574.83
P101268,Home Decor,641,774,171.73,Normal,2.9,174.42,131.0
P101269,Grocery,61,275,31.53,Summer,4.5,34.86,26.92
P101270,Grocery,643,178,24.25,Summer,4.6,22.31,23.52
P101271,Home Decor,452,891,183.64,Winter,4.9,187.85,148.96
P101272,Clothing,90,1396,101.2,Summer,5.0,101.36,70.8
P101273,Clothing,678,78,111.52,Festival,2.7,107.92,98.22
P101274,Grocery,969,168,24.62,Summer,4.1,27.78,27.91
P101275,Electronics,101,565,662.79,Summer,3.2,732.23,521.08
P101276,Clothing,894,316,94.57,Normal,2.8,106.39,91.56
P101277,Electronics,846,186,573.77,Summer,2.9,603.33,541.92
P101278,Electronics,556,451,726.13,Festival,4.8,712.75,635.82
P101279,Home Decor,903,965,188.74,Normal,4.2,204.66,163.92
P101280,Grocery,323,1239,30.29,Summer,2.6,27.55,20.14
P101281,Clothing,725,463,85.02,Normal,5.0,94.4,81.62
P101282,Clothing,704,1052,87.4,Winter,4.5,77.59,68.63
P101283,Clothing,588,1235,104.62,Winter,3.3,115.18,78.93
P101284,Grocery,836,15,22.4,Summer,3.7,23.97,25.78
P101285,Home Decor,878,1279,207.98,Normal,4.3,187.99,163.39
P101286,Home Decor,790,279,185.77,Festival,4.2,170.85,177.0
P101287,Clothing,596,1029,107.15,Festival,3.7,107.38,80.57
P101288,Clothing,977,1126,84.28,Normal,3.8,80.99,67.6
P101289,Clothing,564,1268,79.19,Winter,2.6,88.23,58.43
P101290,Grocery,644,608,26.34,Normal,3.8,24.55,21.13
P101291,Grocery,205,990,29.95,Normal,3.4,29.73,20.75
P101292,Grocery,334,44,25.58,Normal,3.2,24.31,24.18
P101293,Grocery,906,673,20.57,Normal,3.2,18.81,17.82
P101294,Clothing,507,1446,67.55,Normal,4.1,64.18,52.5
P101295,Clothing,521,242,89.98,Summer,3.6,100.08,84.54
P101296,Clothing,819,231,88.92,Normal,3.6,95.43,87.03
P101297,Electronics,339,1051,645.3,Normal,2.9,727.15,482.99
P101298,Electronics,280,768,709.01,Festival,4.9,701.51,496.7
P101299,Footwear,28,685,143.46,Winter,3.1,135.56,94.16
P101300,Clothing,246,376,76.06,Normal,3.5,67.48,67.01
P101301,Electronics,521,261,570.3,Summer,3.0,578.11,504.59
P101302,Grocery,730,1107,29.39,Festival,4.3,26.17,22.28
P101303,Footwear,342,539,148.94,Festival,3.6,131.24,110.92
P101304,Clothing,455,1166,101.78,Summer,3.5,106.19,74.86
P101305,Footwear,237,667,128.96,Normal,4.7,119.22,92.32
P101306,Home Decor,820,598,168.64,Summer,4.4,173.89,153.87
P101307,Grocery,534,349,29.45,Normal,3.8,30.47,25.73
P101308,Footwear,160,989,113.44,Normal,3.7,122.0,78.45
P101309,Electronics,617,430,849.19,Winter,4.9,835.13,759.07
P101310,Home Decor,348,1364,172.78,Normal,4.9,184.94,138.94
P101311,Clothing,867,615,99.79,Summer,4.3,97.68,81.85
P101312,Home Decor,282,1223,215.63,Normal,4.4,195.45,147.27
P101313,Grocery,867,707,29.79,Normal,4.7,28.71,24.05
P101314,Electronics,703,625,560.33,Summer,4.9,494.23,452.04
P101315,Electronics,152,682,770.54,Normal,2.7,774.29,536.54
P101316,Footwear,764,665,160.03,Festival,5.0,172.81,137.95
P101317,Grocery,726,721,28.43,Festival,4.3,31.04,23.22
P101318,Electronics,466,1330,669.98,Normal,4.0,631.57,494.72
P101319,Footwear,177,1056,155.08,Festival,3.5,140.89,101.32
P101320,Home Decor,488,56,260.34,Festival,3.3,242.14,234.11
P101321,Grocery,616,92,29.75,Summer,4.5,34.08,30.33
P101322,Grocery,149,39,26.61,Winter,4.1,25.66,24.67
P101323,Electronics,354,1037,713.4,Normal,3.0,710.48,482.36
P101324,Footwear,707,312,111.23,Summer,4.0,100.15,105.57
P101325,Clothing,561,580,94.62,Festival,2.9,103.43,73.79
P101326,Home Decor,992,1242,215.11,Summer,3.7,215.35,167.42
P101327,Clothing,232,202,86.47,Normal,4.0,78.13,74.01
P101328,Grocery,782,234,34.13,Festival,4.1,34.39,32.36
P101329,Clothing,436,123,88.13,Winter,2.9,94.52,82.55
P101330,Electronics,238,431,677.61,Winter,2.7,682.84,517.43
P101331,Footwear,952,138,144.92,Winter,3.1,165.43,151.8
P101332,Grocery,630,945,21.51,Normal,4.0,23.99,18.18
P101333,Grocery,544,1106,36.6,Festival,4.8,37.3,28.22
P101334,Home Decor,309,280,234.26,Winter,4.4,265.64,212.36
P101335,Home Decor,883,788,215.74,Normal,4.4,237.11,177.68
P101336,Home Decor,49,458,229.01,Winter,3.3,224.3,161.27
P101337,Electronics,132,125,716.39,Winter,2.8,779.63,603.84
P101338,Grocery,196,703,27.4,Winter,4.7,27.86,20.53
P101339,Home Decor,659,1047,217.41,Summer,3.8,222.96,169.79
P101340,Clothing,120,346,75.34,Normal,2.8,76.89,59.39
P101341,Electronics,801,1183,770.55,Normal,3.8,845.29,626.27
P101342,Footwear,212,1488,108.77,Normal,4.2,122.69,83.13
P101343,Grocery,682,89,29.95,Normal,3.3,28.94,29.12
P101344,Grocery,799,249,27.9,Winter,2.5,29.38,26.69
P101345,Home Decor,881,437,225.64,Winter,4.1,236.84,197.48
P101346,Grocery,306,1275,30.45,Festival,2.6,34.09,22.08
P101347,Clothing,93,217,86.53,Normal,3.6,86.59,73.51
P101348,Clothing,761,707,97.48,Normal,4.6,90.79,75.82
P101349,Clothing,459,808,94.38,Festival,5.0,88.23,69.22
P101350,Electronics,949,198,594.57,Normal,3.4,531.45,591.95
P101351,Footwear,204,67,103.09,Normal,2.6,93.53,90.14
P101352,Home Decor,582,182,193.26,Normal,3.7,185.79,176.85
P101353,Clothing,136,89,86.62,Normal,3.2,78.63,72.22
P101354,Clothing,495,752,92.17,Winter,4.7,102.79,70.99
P101355,Home Decor,21,1405,159.51,Winter,4.3,155.96,118.99
P101356,Electronics,755,533,637.98,Festival,3.5,624.89,550.32
P101357,Grocery,612,388,31.93,Winter,4.4,34.63,30.43
P101358,Grocery,115,355,27.98,Normal,3.4,26.9,22.19
P101359,Footwear,509,1472,123.01,Festival,3.8,132.0,97.07
P101360,Electronics,439,1438,587.09,Winter,4.8,647.01,462.04
P101361,Footwear,680,974,113.16,Winter,3.0,110.58,86.0
P101362,Clothing,508,697,110.16,Festival,3.3,111.15,80.37
P101363,Grocery,469,243,33.36,Festival,4.7,32.26,29.56
P101364,Electronics,834,1393,732.85,Summer,3.7,728.64,569.73
P101365,Grocery,528,7,27.39,Normal,3.3,28.4,27.46
P101366,Grocery,817,250,31.52,Winter,2.6,30.71,28.66
P101367,Electronics,887,1019,663.77,Winter,3.5,667.3,513.6
P101368,Electronics,851,279,641.76,Summer,3.8,650.73,638.53
P101369,Electronics,956,166,769.25,Festival,3.5,682.03,749.25
P101370,Clothing,703,896,99.64,Normal,3.2,92.09,71.06
P101371,Electronics,570,44,688.09,Normal,3.4,706.1,673.11
P101372,Home Decor,539,408,195.63,Summer,4.1,172.29,166.35
P101373,Clothing,220,965,93.45,Normal,4.7,100.0,63.65
P101374,Footwear,831,281,107.59,Normal,4.1,120.98,112.85
P101375,Home Decor,699,1140,189.72,Winter,4.1,205.6,161.32
P101376,Electronics,875,146,733.63,Summer,4.5,707.82,709.12
P101377,Grocery,707,921,32.99,Winter,2.9,33.04,24.65
P101378,Home Decor,490,119,159.56,Normal,3.3,168.44,160.68
P101379,Grocery,309,1099,26.88,Winter,2.6,28.59,18.05
P101380,Clothing,985,1130,102.56,Winter,3.4,117.32,85.91
P101381,Clothing,738,1193,90.56,Normal,5.0,91.75,75.65
P101382,Electronics,877,426,704.55,Normal,3.3,667.47,605.87
P101383,Grocery,593,358,27.45,Festival,4.6,26.84,24.53
P101384,Home Decor,520,1467,162.09,Normal,2.7,183.01,126.32
P101385,Home Decor,53,1095,181.86,Summer,3.6,191.11,130.96
P101386,Electronics,87,278,604.3,Normal,3.4,672.8,518.6
P101387,Footwear,712,48,148.52,Winter,3.0,159.74,148.22
P101388,Clothing,240,534,93.1,Summer,3.4,106.2,72.59
P101389,Home Decor,100,999,212.24,Normal,4.1,215.5,146.33
P101390,Electronics,780,565,598.24,Summer,3.7,679.89,565.36
P101391,Home Decor,628,1212,176.74,Summer,4.6,197.81,147.85
P101392,Home Decor,128,752,244.36,Festival,4.8,270.66,173.83
P101393,Electronics,509,1486,613.43,Winter,3.7,695.36,489.65
P101394,Electronics,480,1306,590.91,Summer,5.0,603.85,463.39
P101395,Home Decor,23,709,209.15,Festival,2.7,226.0,136.29
P101396,Electronics,612,1252,585.11,Normal,3.2,602.63,476.89
P101397,Grocery,408,674,21.35,Normal,3.5,23.26,18.27
